page.status_code,ID,Name,Price,Release_Date,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries
200,B07MCGGG4R,"Lenovo 2022 Newest Chromebook S330 Thin and Light Laptop, 14” HD Display, MediaTek MT8173C Quad-Core CPU, 4GB RAM, 160GB Space(32GB eMMC+128GB Card), Webcam, HDMI, WiFi, Bluetooth, Chrome OS,+JVQ MP",$229.00,"April 25, 2022",14 Inches,1366x768,1366 x 768 Pixels,1.7 GHz mediatek_mt8173c,4 GB DDR3,2400 MHz,160 GB Hybrid,PowerVR GX6250 graphics,MediaTek,Integrated,802.11ac,2,10 Hours,Lenovo,Lenovo S330 Chromebook,Lenovo S330 Chromebook,PC,Chrome OS,3.3 pounds,12.8 x 9.1 x 0.8 inches,,Black,MediaTek,4,DDR3 SDRAM,32 GB,ATA,,AC & Battery,
200,B09P75ZWYL,"Asus Vivobook L510 Ultra Thin Laptop, 15.6” FHD Display,Intel Celeron N4020，4GB DDR4 RAM， 192GB storage(128GB eMMC+64GB Card), 8Hrs+ Battery, USB-C,HDMI,1 Year Microsoft 365,Windows 10 S | TGCD bundle",$285.95,"December 30, 2021",15.6 Inches,,,2.8 GHz celeron,4 GB DDR4,2.8 GHz,Emmc,,Intel,,Bluetooth,,8 Hours,ASUS,ASUS VivoBook,L510,,Windows 10 sekunda,3.59 pounds,,,,Intel,,DDR4 SDRAM,128 GB,USB 3.2,,Battery Powered,
200,B0B3QWNCRL,"ASUS VivoBook 16X Laptop, 16” WUXGA (1920 x 1200) 16:10 Display, AMD Ryzen 5 5600H CPU, AMD Radeon™ Vega 7 Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, M1603QA-DS52",$649.54,"June 10, 2022",16 Inches,1920 x 1200 pixels,1920x1200 Pixels,4.2 GHz ryzen_5,8 GB DDR4,,512 GB,AMD Radeon Vega 7,AMD,AMD Radeon,"Bluetooth, 802.11ax",2,,ASUS,ASUS VivoBook 16X,M1603QA-DS52,,Windows 11 Home,6.65 pounds,19.2 x 12.2 x 2.6 inches,,Quiet Blue,AMD,6,DDR4 SDRAM,512 GB,,No Drive,,1 Lithium Ion batteries required. (included)
200,B09DGSHBZK,"HP 14"" X360 Convertible 2-in-1 Touch Screen Full HD (1920 x 1080) Chromebook, Intel i3-10110U Processor, 8GB DDR4, 64GB EMMC, 802.11ac, Bluetooth 5.0, Chrome OS, W/ Valinor Accessories",$499.00,"August 24, 2021",14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.1 GHz core_i3_10110u,8 GB SDRAM,2666 MHz,64 GB SSD,Intel UHD Graphics,Intel,Intel UHD Graphics,Bluetooth,,,HP,,14cdx,PC,Chrome OS,3.74 pounds,12.82 x 8.6 x 0.7 inches,,Silver,Intel,2,DDR4 SDRAM,64 GB,Solid State,,AC & Battery,
200,B09LNNDJDK,Lenovo IdeaPad 5 Intel Core i5-1135G7 8GB RAM 256GB SSD 15.6 Full HD Touchscreen Laptop,$499.99,"November 11, 2021",15.6 Inches,,1920 x 1080 Pixels,9 GHz,8 GB DDR4,,256 GB SSD,,Intel,Integrated,Bluetooth,,,Lenovo,Lenovo Ideapad,15ITL05,,Windows 10 Home,3.65 pounds,12 x 20.1 x 2.9 inches,,,Intel,4,DIMM,256 GB,USB 3.2,,Battery Powered,
200,B09ZQ2QP7C,"2022 ASUS Laptop L210 11.6” Ultra Thin Student Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 192 GB Storage, Windows 10 Home in S Mode with One Year of Office 365 Personal, Star Black",$249.99,"May 6, 2022",11.6 Inches,,1367 x 768 Pixels,2.8 GHz celeron_n4020,4 GB DDR4,2666 MHz,192 GB SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,12 Hours,ASUS,L210,L210,PC,Windows 10,3.65 pounds,,,,Intel,2,DDR4 SDRAM,128 GB,Solid State,,Battery Powered,
200,B06X3XNRJ6,"Lenovo Ideapad 320S 15.6-Inch Laptop (Intel Core i7, 8 GB DDR4, 1TB HDD, Windows 10 Home), 80X50002US",,"April 21, 2017",15.6 Inches,,1920X1080 Pixels,2.7 GHz 8032,8 GB DDR4,2133 MHz,1000 GB HDD,NVIDIA GeForce 940MX,NVIDIA,Dedicated,802.11ac,1,4 Hours,Lenovo,Lenovo Ideapad,80X50002US,PC,Windows 10 Home,4.18 pounds,14.28 x 0.78 x 9.92 inches,,,Intel,2,GDDR5,,Serial ATA,None,,1 Lithium Polymer batteries required. (included)
200,B095Z6N8KJ,"Dell Latitude 9000 9520 15"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Anodized Titan Gray","$2,284.23","May 27, 2021",15 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,3 GHz core_i7_family,16 GB LPDDR4X,,512 GB SSD,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,"Bluetooth, 802.11ax",,,Dell,Latitude 9000,9520,PC,Windows 10 Pro,3.1 pounds,0.7 x 8.5 x 13.4 inches,,Anodized Titan Gray,Intel,1,DDR4 SDRAM,512,,No,Battery Powered,
200,B0784J8FXM,"Mid-2014 Apple MacBook Pro with 2.5GHz Intel Core i7 (15-inch, 16GB RAM, 512GB SSD Storage) (Renewed)",$409.00,"November 25, 2017",15 Inches,2880x1800,2560x1600 Pixels,2.6 GHz core_i7,16 GB DDR3,1600 MHz,512 GB SSD,Intel Iris Pro,NVIDIA,Dedicated,802.11abg,,7 Hours,Apple,MacBook Pro,MGXC2LL/A-cr,Mac,Mac OS,4.46 pounds,14.13 x 9.73 x 0.71 inches,,Aluminium,Intel,4,DDR3 SDRAM,512 GB,ATA,,Battery Powered,1 Lithium Polymer batteries required. (included)
200,B084324ZXK,"HP Newest 11.6inch Stream Laptop, Intel Atom Processor Up to 2.0 GHz, 4GB DDR3 RAM, 32GB SSD, Intel HD Graphics, WiFi, Bluetooth, HDMI, Win10 Home (Renewed)",$159.99,"January 21, 2020",11.6 Inches,,1366 x 768 Pixels,2 GHz intel_atom,4 GB DDR3L,,SSD,Intel,Intel,Integrated,Bluetooth,,,HP,HP 11.6inch Stream,HP 11.6inch Stream,PC,Windows 10,2.4 pounds,11.09 x 7.59 x 0.66 inches,,White,Intel,2,DDR3 SDRAM,,,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included)
200,B00I97OO7Q,"Lenovo ThinkPad X240 20AM001UUS 12.5-Inch Laptop (1.9 GHz Intel Core i5-4288U Processor, 4GB DDR3L, 128GB SSD, Windows 8 Professional) Black",,"‎April 7, 2014",12.5 Inches,,1366 x 768 Pixels,1.9 GHz core_i5,4 GB DDR3L SDRAM,,128 GB Serial ATA-600,Intel HD Graphics 4400,intel,Integrated,802.11a,2,6 Hours,Lenovo,ThinkPad X240,20AM001UUS,PC,Windows 8,1 pounds,1 x 1 x 1 inches,,Black,Intel,1,Unknown,128,Solid State,No optical drive,,1 Lithium Ion batteries required. (included)
200,B09HNPKMST,"HP 15.6"" HD Touchscreen LED Laptop PC, Intel Core i3-1005G1 Processor, 8GB RAM, 128GB SSD, Wi-Fi 5, HDMI, Webcam, Bluetooth, Windows 10 S, Natural Silver, W/Silmarils Travel Accessories",$459.00,"October 2, 2021",15.6 Inches,1366x768,1366 x 768 Pixels,1.2 GHz core_i3_1005g1,8 GB DDR4,3.4 GHz,128 GB SSD,Intel UHD Graphics,Intel,Integrated,802.11a/b/g/n/ac,3,,HP,Dell Precision,HP 15i3,PC,Windows 10 Home,3.74 pounds,14.1 x 9.5 x 0.7 inches,,,Intel,2,DDR4 SDRAM,128 GB,Solid State,,AC & Battery,
200,B09TLJ8SXG,"ASUS Chromebook CX1, 15.6"" Full HD NanoEdge Display, Intel Celeron N4500 Processor, 64GB eMMC Storage, 4GB RAM, Chrome OS, Transparent Silver, CX1500CKA-DH44F",$325.99,"February 28, 2022",15.6 Inches,,1920 x 1080 Pixels,2.8 GHz celeron,4 GB DDR4,2.8 GHz,SSD,,Intel,Integrated,Bluetooth,2,11 Hours,ASUS,ASUS Chromebook CX1,CX1500CKA-DH44F,,Chrome OS,3.97 pounds,14.2 x 9.8 x 0.7 inches,,Transparent Silver,Intel,2,DDR4 SDRAM,64 GB,USB 3.2,No Driver,Battery Powered,1 Lithium Ion batteries required. (included)
200,B07QF6KN82,"Newest Generation Dell XPS13 9380 Laptop, Intel Core i7-8565U Processor Up to 4.6 GHz, 16GB 2133MHz RAM, 1TB PCIe SSD, 13.3 4K UHD (3840x2160) InfinityEdge Touch Display, Fingerprint Reader","$2,199.00","April 3, 2019",13.3 Inches,,3840 x 2160 Pixels,4.6 GHz core_i7_family,16 GB DDR3L SDRAM,2133 MHz,1 TB 1TB PCIe Solid State Drive,Intel UHD Graphics 620,Intel,Integrated,802.11ac,2,,Dell,XPS 13 9380,XPS9380-7946SLV-PUS,,Windows 10 Home,2.71 pounds,7.84 x 11.88 x 0.46 inches,,Silver,Intel,1,DDR3 SDRAM,16,Solid State,,Battery Powered,1 Lithium Ion batteries required. (included)
200,B07VQWS9CH,"HP Pavilion 15-Inch HD Touchscreen Laptop, 10th Gen Intel Core i5-1035G1, 8 GB RAM, 512 GB Solid-State Drive, Windows 10 Home (15-cs3010nr, Mineral Silver)",$599.99,"September 22, 2019",15.6 Inches,,1366 x 768,3.6 GHz core_i5_family,8 GB DDR4,2666 MHz,SSD,,Intel,Integrated,,,"9.0, 11.0, 6.0 Hours",HP,7NV88UA#ABA,15-cs3010nr,Unknown,Windows 10 Home,4.1 pounds,14.2 x 9.7 x 0.7 inches,,,Intel,4,Unknown,512,Solid State,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included)
200,B071P9NLJM,"2017 Dell Inspiron 15 5000 15.6"" Laptop (i5-7200U 8GB 256GB SSD) Windows 10 Pro 64-bit English",,"March 10, 2017",15.6 Inches,1366x768,1366 x 768,2.5 GHz core_i5,8 GB DDR4,2400 MHz,256 GB SSD,Intel HD Graphics 620,Intel,Integrated,802.11abg,,,Dell,DELL I5567,5000,PC,Windows 10,4.85 pounds,14.9 x 10.25 x 0.94 inches,,Gray,Intel,2,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included)
200,B0965R7DXB,"HP Elite x2 G8 LTE Advanced 13"" Touchscreen Rugged 2 in 1 Notebook - WUXGA+ - 1920 x 1280 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) - 16 GB RAM - 256 GB SSD - Intel Chip - Windows 1","$1,361.97","May 29, 2021",13 Inches,1920 x 1280,,core_i5,16 GB DDR4,4266 MHz,256 GB SSD,,Intel,Integrated,"Bluetooth, 802.11a",,,HP,HP EliteBook,47D82UT#ABA,Windows,Windows 10 Pro,0.141 ounces,,,,Intel,4,,256 GB,USB,,,1 Lithium Ion batteries required.
200,B0B5GXJJHG,"ASUS TUF F15 Gaming Laptop, 15.6"" 144Hz FHD IPS Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 16GB DDR4 RAM, 2TB Hard Drive(1TB PCIe SSD + 1TB HDD), RGB Backlit Keyboard, Windows 10 Home",$965.99,"June 30, 2022",15.6 Inches,,1920 x 1080 Pixels,4.5 GHz apple_ci5,16 GB DDR4,2933 MHz,1 TB SSD,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,Bluetooth,,,ASUS,,ASUS TUF F15 Gaming Laptop,PC,Windows 10 Home,5.07 pounds,14.13 x 10.08 x 0.98 inches,,,Intel,4,DDR4 SDRAM,16 GB,Solid State,,,
200,B085431JC6,"2021 Flagship Dell Inspiron 15 5000 Laptop Computer 15.6"" Full HD Display 11th Gen Intel Quad-Core i7-1165G7 8GB DDR4 256GB SSD MaxxAudio Backlit Webcam HDMI WiFi USB-C Win 10",$599.00,"February 25, 2020",15.6 Inches,1920 x 1080 pixels,Full HD (1920 x 1080),2.8 GHz core_i7,8 GB DDR4,2.8 GHz,256 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,Dell,Dell Inspiron 15 5000,Dell 15 laptop,PC,Windows 10,3.84 pounds,14.02 x 9.23 x 0.7 inches,,,Intel,4,DDR SDRAM,256 GB,Solid State,,AC & Battery,
200,B09J4ZHB47,"HP 17.3"" HD+ Laptop for Business 2021 Newest, Intel 11th Gen Core i3-1115G4 Up to 4.1GHz (Beat i5-1035G4),16GB RAM, 1TB SSD, WiFi, HDMI, Webcam, Windows 10, Silver",$699.99,"July 10, 2021",17.3 Inches,1600x900,1600 x 900 Pixels,4.1 GHz apple_ci3,8 GB DDR4,4.1 GHz,128 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",3,,HP,,HP,PC,Windows 10,4.86 pounds,15.78 x 10.15 x 0.81 inches,,i3-1115G4,Intel,2,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium Ion batteries required. (included)
200,B0B7J37CQP,"ASUS VivoBook 15 Thin Light 15.6 Inch FHD Laptop 2023 Newest, Intel Core i3-1115G4 Up to 4.1GHz Beat i5-1030G7, Fingerprint, USB Type C (i5-1135G7 12GB RAM| 512GB SSD)",$649.00,"July 25, 2022",15.6 Inches,,1920 x 1080 Pixels,4.1 GHz apple_ci3,12 GB,,128 GB,Intel HD Graphics,Intel,Integrated,802.11ac,,,ASUS,,ASUS VivoBook,PC,,3.96 pounds,14.17 x 9.25 x 0.78 inches,,,Intel,2,DDR4 SDRAM,512 GB,,,AC & Battery,
200,B0BL8HS8GZ,"Lenovo ThinkPad P1 Gen 5 Intel Core i7-12700H, 14C, 16"" WUXGA (1920 x 1200), Anti-Glare, 300 nits, 32 GB RAM DDR5, 1TB SSD, NVIDIA RTX A2000, Backlit KYB, Fingerprint Reader, Windows Pro","$2,149.00","November 2, 2022",16 Inches,,1920x1200 Pixels,2.3 GHz core_i7,DDR5,,1 TB SSD,NVIDIA RTX A2000 8GB GDDR6,NVIDIA,Integrated,,2,8 Hours,Lenovo,Lenovo ThinkPad P1 Gen 5,,,Windows 11 Pro,4 pounds,14.15 x 9.99 x 0.7 inches,,,Intel,14,DDR5 RAM,32 GB,,,,
200,B01NC0R7DK,"ASUS C300SA-DS02 Chromebook 13.3"" HD with 16GB Storage & 4GB RAM (Certified Refurbished)",$109.53,"February 1, 2017",13.3 Inches,,1366 x 768 Pixels,1.6 GHz celeron,4 GB DDR3,1.6 GHz,16 GB,,Intel,Integrated,Bluetooth,,10 Hours,ASUS,C300SA-DS02,,PC,Chrome OS,2.99 pounds,,,Black,Intel,2,DDR3 SDRAM,,Unknown,,Battery Powered,1 Lithium Ion batteries required.
200,B07DW7V83G,"Lenovo ThinkPad E580 15.6 inch High Performance Business laptop, 256GB SSD, Intel Core i5 7th Gen, 8GB DDR4, WiFi, Gigabit LAN, HDMI, USB C, fingerprint reader, Windows 10 Pro, Thin and Light",,"June 19, 2018",15.6 Inches,1366 x 768,Anti-Glare Display Non-Touchscreen,2.5 GHz core_i5_7200u,8 GB DDR4,3.1 GHz,256 GB SSD,Intel HD Graphics 620,Intel,Integrated,802.11ac,,7 Hours,Lenovo,Thinkpad-256G-SSD,Thinkpad-256G-SSD,PC,Windows 10 Pro,4.7 pounds,14.5 x 9.99 x 0.8 inches,,Black,Intel,2,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Ion batteries required.
200,B089LKKRWY,"2022 Newest HP Envy 2-in-1 Laptop, 15.6"" IPS FHD Touch Screen, 6 core AMD Ryzen 5 5625U(Beat i7-1265U), 8GB DDR4, 256GB SSD, Backlit Keyboard, Amazon Alexa, W/ Stylus Pen, Win 11, Black",$639.98,"June 3, 2020",15.6 Inches,,,,8 GB,2.3 GHz,256 GB,,AMD,Integrated,Bluetooth,,7 Hours,HP,,HP,,Windows 11 Home,5 pounds,14.1 x 9.1 x 0.7 inches,,,,6,DDR4 SDRAM,2 GB,,,,1 Lithium Ion batteries required. (included)
200,B0B1FCZ1F6,"Newest HP 17.3 HD+ Touchscreen Laptop, Intel 4-Core i7-1165G7, Intel Iris Xe Graphics, 16GB RAM, 512GB SSD, WiFi 6, Type-C, HDMI, Backlit Keyboard, Windows 11 Home, (17-CN0065CL, Silver)",,"May 16, 2022",17.3 Inches,1600x900,1600 x 900 Pixels,2.8 GHz core_i7_family,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,3,,HP,17-CN0065CL,17-CN0065CL,PC,Windows 11 Home,4.6 pounds,22 x 14 x 4 inches,,Silver,Intel,4,DDR4 SDRAM,512 GB,Solid State,No Optical Drive,AC & Battery,1 Lithium Ion batteries required. (included)
200,B08HSPJRWN,"HP OMEN 17 17.3"" Gaming Laptop 144Hz i7-10750H 12GB RAM 512GB SSD RTX 2070 8GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce RTX 2070 8GB - 144 Hz Refresh Rate - Up to 4 hr 15 min Battery Life",,"September 10, 2020",17.3 Inches,1920 x 1080 pixels,1920 x 1080,2.6 GHz core_i7,12 GB DDR4,2.6 GHz,512 GB SSD,NVIDIA GeForce RTX 2070,NVIDIA,Dedicated,,,,HP,HP OMEN,17-cb1046nr,PC,Windows 10 Home,6 pounds,19 x 12.6 x 4 inches,,Black,Intel,1,DDR4 SDRAM,512 GB,Solid State,,Battery Powered,
200,B08NK7G1Q9,"HP 14 Laptop, 11th Gen Intel Core i3-1115G4, 4 GB RAM, 128 GB SSD Storage, 14-inch HD Display, Windows 10 in S Mode, Long Battery Life, Fast-Charge Technology, Thin & Light Design (14-dq2010nr, 2021)",$328.00,"January 24, 2021",14 Inches,1366 x 768 pixels,1366 x 768 Pixels,4.1 GHz core_i3_family,4 GB 4GB DDR4,2666 MHz,128 GB SSD,,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",,11 Hours,HP,14-dq2010nr,14-dq2010nr,PC,Windows 10 Home,3.24 pounds,8.86 x 12.76 x 0.71 inches,,Natural Silver,Intel,2,DDR4 SDRAM,,Serial ATA,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included)
200,B0B62HJYQS,"HP 2022 x360 Envy 2-in-1 Laptop, 15.6"" IPS FHD Touch Screen, 6 core AMD Ryzen 5 5625U(Beat i7-1265U) (16GB|256GB SSD)",$677.99,"July 2, 2022",15.6 Inches,,,2.3 GHz,16 GB,,,,,,Bluetooth,,,HP,,HP Envy,PC,,5 pounds,14 x 9 x 1 inches,,,,6,SDRAM,,,,,1 Lithium Ion batteries required. (included)
200,B09WKNRHN2,"2022 Newest HP Laptop PC | 14"" HD Display | AMD Dual Core Ryzen 3-3250U | 16GB RAM 256GB M.2 SSD | Radeon Vega 3 Graphics | WiFi AC | RJ-45 | USB-C | HDMI | Bluetooth | Webcam | Windows 11 Pro",,"March 26, 2022",14 Inches,1366x768,1366 x 768 Pixels,2.6 GHz ryzen_3_3250u,16 GB DDR4,2666 MHz,256 GB SSD,AMD Radeon Vega 3,AMD,Integrated,802.11ac,3,7 Hours,HP,HP-14-DK100,HP-14-DK100,PC,Windows 11 Pro,7 pounds,12.76 x 8.9 x 0.78 inches,,Silver,AMD,2,DDR4 SDRAM,,Solid State,,AC & Battery,
200,B00P8OMIDK,"Asus X551CA 15.6-Inch Laptop, Intel Core i3, 4GB DDR3, 500GB HD, Windows 8, Black",,"November 5, 2014",15.6 Inches,,,1.8 GHz core_i3,4 GB DDR3,1.8 GHz,500 GB,Intel HD Graphics 4000,Intel,Integrated,802.11n,,,ASUS,X551CA-BI30804C,X551CA-BI30804C,,Windows 8,4.7 pounds,9.9 x 15 x 1.2 inches,,,Intel,2,DDR3 SDRAM,,,,,1 Lithium Ion batteries required.
200,B09N6KDDMH,"Lenovo 14w Gen 2 AMD Laptop, Windows 10 Pro 64, 14.0"" 220 nits, 3015e, AMD Radeon Graphics, 4GB, 64GB, 82N9S00A00",$189.00,"December 7, 2021",14 Inches,,1366 x 768 Pixels,1.2 GHz amd_a4,4 GB DDR4,2.3 GHz,64 GB SSD,Integrated AMD Radeon Graphics,AMD,Integrated,,,,Lenovo,14w Gen 2,82N9S00A00,PC,Windows 10 Pro,3.2 pounds,,,Black,AMD,2,DDR DRAM,64 GB,Solid State,,Battery Powered,
